x t
0.0848237 2.18218
0.084401 2.19219
0.0839707 2.2022
0.0835331 2.21221
0.083088 2.22222
0.0826355 2.23223
0.0821757 2.24224
0.0817086 2.25225
0.0812343 2.26226
0.0807527 2.27227
0.0802641 2.28228
0.0797682 2.29229
0.0792654 2.3023
0.0787555 2.31231
0.0782386 2.32232
0.0777147 2.33233
0.077184 2.34234
0.0766465 2.35235
0.0761022 2.36236
0.0755511 2.37237
0.0749933 2.38238
0.0744289 2.39239
0.0738579 2.4024
0.0732803 2.41241
0.0726963 2.42242
0.0721058 2.43243
0.0715089 2.44244
0.0709057 2.45245
0.0702962 2.46246
0.0696806 2.47247
0.0690587 2.48248
0.0684307 2.49249
0.0677967 2.5025
0.0671566 2.51251
0.0665107 2.52252
0.0658588 2.53253
0.0652011 2.54254
0.0645377 2.55255
0.0638685 2.56256
0.0631937 2.57257
0.0625133 2.58258
0.0618274 2.59259
0.061136 2.6026
0.0604392 2.61261
0.059737 2.62262
0.0590296 2.63263
0.0583169 2.64264
0.0575991 2.65265
0.0568762 2.66266
0.0561483 2.67267
0.0554155 2.68268
0.0546777 2.69269
0.0539351 2.7027
0.0531877 2.71271
0.0524356 2.72272
0.0516789 2.73273
0.0509177 2.74274
0.0501519 2.75275
0.0493817 2.76276
0.0486072 2.77277
0.0478283 2.78278
0.0470453 2.79279
0.046258 2.8028
0.0454667 2.81281
0.0446714 2.82282
0.0438722 2.83283
0.043069 2.84284
0.0422621 2.85285
0.0414514 2.86286
0.0406371 2.87287
0.0398192 2.88288
0.0389978 2.89289
0.0381729 2.9029
0.0373447 2.91291
0.0365132 2.92292
0.0356784 2.93293
0.0348406 2.94294
0.0339996 2.95295
0.0331556 2.96296
0.0323088 2.97297
0.031459 2.98298
0.0306065 2.99299
0.0297513 3.003
0.0288935 3.01301
0.0280331 3.02302
0.0271703 3.03303
0.026305 3.04304
0.0254375 3.05305
0.0245677 3.06306
0.0236957 3.07307
0.0228216 3.08308
0.0219456 3.09309
0.0210676 3.1031
0.0201877 3.11311
0.0193061 3.12312
0.0184227 3.13313
0.0175378 3.14314
0.0166513 3.15315
0.0157633 3.16316
0.0148739 3.17317
0.0139833 3.18318
0.0130913 3.19319
0.0121983 3.2032
0.0113042 3.21321
0.010409 3.22322
0.00951298 3.23323
0.0086161 3.24324
0.00771845 3.25325
0.00682013 3.26326
0.0059212 3.27327
0.00502176 3.28328
0.00412187 3.29329
0.00322162 3.3033
0.00232108 3.31331
0.00142034 3.32332
0.000519479 3.33333
-0.000381432 3.34334
-0.00128231 3.35335
-0.00218307 3.36336
-0.00308364 3.37337
-0.00398394 3.38338
-0.00488389 3.39339
-0.00578341 3.4034
-0.00668242 3.41341
-0.00758084 3.42342
-0.0084786 3.43343
-0.0093756 3.44344
-0.0102718 3.45345
-0.0111671 3.46346
-0.0120613 3.47347
-0.0129546 3.48348
-0.0138467 3.49349
-0.0147375 3.5035
-0.0156271 3.51351
-0.0165153 3.52352
-0.017402 3.53353
-0.0182872 3.54354
-0.0191708 3.55355
-0.0200527 3.56356
-0.0209329 3.57357
-0.0218112 3.58358
-0.0226875 3.59359
-0.0235619 3.6036
-0.0244342 3.61361
-0.0253043 3.62362
-0.0261722 3.63363
-0.0270378 3.64364
-0.0279011 3.65365
-0.0287618 3.66366
-0.02962 3.67367
-0.0304756 3.68368
-0.0313286 3.69369
-0.0321787 3.7037
-0.0330261 3.71371
-0.0338705 3.72372
-0.0347119 3.73373
-0.0355503 3.74374
-0.0363855 3.75375
-0.0372175 3.76376
-0.0380462 3.77377
-0.0388716 3.78378
-0.0396936 3.79379
-0.040512 3.8038
-0.0413269 3.81381
-0.0421381 3.82382
-0.0429456 3.83383
-0.0437493 3.84384
-0.0445492 3.85385
-0.0453451 3.86386
-0.046137 3.87387
-0.0469249 3.88388
-0.0477086 3.89389
-0.0484881 3.9039
-0.0492633 3.91391
-0.0500342 3.92392
-0.0508006 3.93393
-0.0515626 3.94394
-0.05232 3.95395
-0.0530728 3.96396
-0.0538209 3.97397
-0.0545642 3.98398
-0.0553027 3.99399
-0.0560363 4.004
-0.056765 4.01401
-0.0574887 4.02402
-0.0582073 4.03403
-0.0589207 4.04404
-0.0596289 4.05405
-0.0603319 4.06406
-0.0610295 4.07407
-0.0617218 4.08408
-0.0624085 4.09409
-0.0630898 4.1041
-0.0637655 4.11411
-0.0644355 4.12412
-0.0650998 4.13413
-0.0657584 4.14414
-0.0664112 4.15415
-0.067058 4.16416
-0.067699 4.17417
-0.0683339 4.18418
-0.0689629 4.19419
-0.0695857 4.2042
-0.0702023 4.21421
-0.0708127 4.22422
-0.0714169 4.23423
-0.0720147 4.24424
-0.0726062 4.25425
-0.0731912 4.26426
-0.0737698 4.27427
-0.0743418 4.28428
-0.0749072 4.29429
-0.075466 4.3043
-0.0760181 4.31431
-0.0765635 4.32432
-0.0771021 4.33433
-0.0776339 4.34434
-0.0781588 4.35435
-0.0786767 4.36436
-0.0791877 4.37437
-0.0796916 4.38438
-0.0801885 4.39439
-0.0806783 4.4044
-0.081161 4.41441
-0.0816364 4.42442
-0.0821046 4.43443
-0.0825655 4.44444
-0.0830191 4.45445
-0.0834653 4.46446
-0.0839042 4.47447
-0.0843355 4.48448
-0.0847594 4.49449
-0.0851758 4.5045
-0.0855846 4.51451
-0.0859859 4.52452
-0.0863795 4.53453
-0.0867654 4.54454
-0.0871436 4.55455
-0.0875141 4.56456
-0.0878769 4.57457
-0.0882318 4.58458
-0.0885789 4.59459
-0.0889181 4.6046
-0.0892494 4.61461
-0.0895729 4.62462
-0.0898883 4.63463
-0.0901958 4.64464
-0.0904952 4.65465
-0.0907867 4.66466
-0.09107 4.67467
-0.0913453 4.68468
-0.0916125 4.69469
-0.0918715 4.7047
-0.0921224 4.71471
-0.092365 4.72472
-0.0925995 4.73473
-0.0928257 4.74474
-0.0930437 4.75475
-0.0932535 4.76476
-0.0934549 4.77477
-0.0936481 4.78478
-0.0938329 4.79479
-0.0940094 4.8048
-0.0941775 4.81481
-0.0943372 4.82482
-0.0944886 4.83483
-0.0946316 4.84484
-0.0947661 4.85485
-0.0948923 4.86486
-0.09501 4.87487
-0.0951192 4.88488
-0.09522 4.89489
-0.0953124 4.9049
-0.0953962 4.91491
-0.0954716 4.92492
-0.0955385 4.93493
-0.0955969 4.94494
-0.0956468 4.95495
-0.0956882 4.96496
-0.0957211 4.97497
-0.0957455 4.98498
-0.0957614 4.99499
-0.0957688 5.00501
-0.0957676 5.01502
-0.0957579 5.02503
-0.0957398 5.03504
-0.0957131 5.04505
-0.0956779 5.05506
-0.0956342 5.06507
-0.095582 5.07508
-0.0955213 5.08509
-0.0954521 5.0951
-0.0953744 5.10511
-0.0952883 5.11512
-0.0951936 5.12513
-0.0950905 5.13514
-0.094979 5.14515
-0.094859 5.15516
-0.0947306 5.16517
-0.0945938 5.17518
-0.0944485 5.18519
-0.0942949 5.1952
-0.0941329 5.20521
-0.0939625 5.21522
-0.0937838 5.22523
-0.0935967 5.23524
-0.0934013 5.24525
-0.0931976 5.25526
-0.0929857 5.26527
-0.0927654 5.27528
-0.092537 5.28529
-0.0923003 5.2953
-0.0920554 5.30531
-0.0918023 5.31532
-0.0915411 5.32533
-0.0912717 5.33534
-0.0909943 5.34535
-0.0907087 5.35536
-0.0904151 5.36537
-0.0901135 5.37538
-0.0898039 5.38539
-0.0894863 5.3954
-0.0891607 5.40541
-0.0888272 5.41542
-0.0884859 5.42543
-0.0881367 5.43544
-0.0877796 5.44545
-0.0874148 5.45546
-0.0870422 5.46547
-0.0866619 5.47548
-0.0862739 5.48549
-0.0858782 5.4955
-0.0854749 5.50551
-0.0850641 5.51552
-0.0846457 5.52553
-0.0842197 5.53554
-0.0837863 5.54555
-0.0833455 5.55556
-0.0828973 5.56557
-0.0824417 5.57558
-0.0819788 5.58559
-0.0815087 5.5956
-0.0810313 5.60561
-0.0805467 5.61562
-0.080055 5.62563
-0.0795562 5.63564
-0.0790503 5.64565
-0.0785375 5.65566
-0.0780176 5.66567
-0.0774909 5.67568
-0.0769573 5.68569
-0.0764169 5.6957
-0.0758697 5.70571
-0.0753157 5.71572
-0.0747551 5.72573
-0.0741879 5.73574
-0.0736141 5.74575
-0.0730338 5.75576
-0.072447 5.76577
-0.0718539 5.77578
-0.0712543 5.78579
-0.0706484 5.7958
-0.0700363 5.80581
-0.069418 5.81582
-0.0687936 5.82583
-0.068163 5.83584
-0.0675264 5.84585
-0.0668839 5.85586
-0.0662354 5.86587
-0.0655811 5.87588
-0.0649209 5.88589
-0.064255 5.8959
-0.0635835 5.90591
-0.0629063 5.91592
-0.0622235 5.92593
-0.0615353 5.93594
-0.0608416 5.94595
-0.0601425 5.95596
-0.0594381 5.96597
-0.0587285 5.97598
-0.0580137 5.98599
-0.0572937 5.996
-0.0565687 6.00601
-0.0558386 6.01602
-0.0551037 6.02603
-0.0543639 6.03604
-0.0536192 6.04605
-0.0528699 6.05606
-0.0521158 6.06607
-0.0513572 6.07608
-0.050594 6.08609
-0.0498264 6.0961
-0.0490543 6.10611
-0.0482779 6.11612
-0.0474973 6.12613
-0.0467125 6.13614
-0.0459235 6.14615
-0.0451305 6.15616
-0.0443335 6.16617
-0.0435326 6.17618
-0.0427278 6.18619
-0.0419193 6.1962
-0.0411071 6.20621
-0.0402913 6.21622
-0.0394719 6.22623
-0.038649 6.23624
-0.0378227 6.24625
-0.036993 6.25626
-0.0361602 6.26627
-0.0353241 6.27628
-0.0344849 6.28629
-0.0336426 6.2963
-0.0327974 6.30631
-0.0319493 6.31632
-0.0310984 6.32633
-0.0302448 6.33634
-0.0293884 6.34635
-0.0285295 6.35636
-0.0276681 6.36637
-0.0268042 6.37638
-0.025938 6.38639
-0.0250695 6.3964
-0.0241987 6.40641
-0.0233259 6.41642
-0.022451 6.42643
-0.0215741 6.43644
-0.0206953 6.44645
-0.0198147 6.45646
-0.0189323 6.46647
-0.0180482 6.47648
-0.0171626 6.48649
-0.0162755 6.4965
-0.0153869 6.50651
-0.014497 6.51652
-0.0136058 6.52653
-0.0127134 6.53654
-0.0118199 6.54655
-0.0109253 6.55656
-0.0100298 6.56657
-0.00913335 6.57658
-0.00823614 6.58659
-0.00733819 6.5966
-0.00643961 6.60661
-0.00554045 6.61662
-0.00464081 6.62663
-0.00374076 6.63664
-0.00284038 6.64665
-0.00193974 6.65666
-0.00103894 6.66667
-0.000138048 6.67668
0.000762858 6.68669
0.0016637 6.6967
0.00256439 6.70671
0.00346486 6.71672
0.00436502 6.72673
0.00526479 6.73674
0.00616411 6.74675
0.00706288 6.75676
0.00796102 6.76677
0.00885847 6.77678
0.00975514 6.78679
0.0106509 6.7968
0.0115458 6.80681
0.0124397 6.81682
0.0133324 6.82683
0.014224 6.83684
0.0151143 6.84685
0.0160033 6.85686
0.0168909 6.86687
0.017777 6.87688
0.0186615 6.88689
0.0195444 6.8969
0.0204256 6.90691
0.0213049 6.91692
0.0221824 6.92693
0.023058 6.93694
0.0239315 6.94695
0.0248029 6.95696
0.0256721 6.96697
0.026539 6.97698
0.0274036 6.98699
0.0282658 6.997
0.0291255 7.00701
0.0299826 7.01702
0.0308371 7.02703
0.0316889 7.03704
0.0325378 7.04705
0.0333839 7.05706
0.0342271 7.06707
0.0350672 7.07708
0.0359043 7.08709
0.0367381 7.0971
0.0375688 7.10711
0.0383961 7.11712
0.03922 7.12713
0.0400405 7.13714
0.0408575 7.14715
0.0416708 7.15716
0.0424805 7.16717
0.0432864 7.17718
0.0440885 7.18719
0.0448867 7.1972
0.0456809 7.20721
0.0464711 7.21722
0.0472572 7.22723
0.0480391 7.23724
0.0488168 7.24725
0.0495902 7.25726
0.0503592 7.26727
0.0511238 7.27728
0.0518838 7.28729
0.0526393 7.2973
0.0533901 7.30731
0.0541362 7.31732
0.0548775 7.32733
0.0556139 7.33734
0.0563455 7.34735
0.057072 7.35736
0.0577936 7.36737
0.05851 7.37738
0.0592212 7.38739
0.0599272 7.3974
0.0606279 7.40741
0.0613233 7.41742
0.0620132 7.42743
0.0626976 7.43744
0.0633765 7.44745
0.0640498 7.45746
0.0647175 7.46747
0.0653794 7.47748
0.0660355 7.48749
0.0666858 7.4975
0.0673301 7.50751
0.0679686 7.51752
0.068601 7.52753
0.0692273 7.53754
0.0698475 7.54755
0.0704615 7.55756
0.0710693 7.56757
0.0716708 7.57758
0.0722659 7.58759
0.0728547 7.5976
0.073437 7.60761
0.0740128 7.61762
0.074582 7.62763
0.0751446 7.63764
0.0757006 7.64765
0.0762499 7.65766
0.0767924 7.66767
0.0773281 7.67768
0.0778569 7.68769
0.0783789 7.6977
0.0788939 7.70771
0.0794019 7.71772
0.0799029 7.72773
0.0803968 7.73774
0.0808835 7.74775
0.0813631 7.75776
0.0818355 7.76777
0.0823006 7.77778
0.0827584 7.78779
0.0832089 7.7978
0.083652 7.80781
0.0840877 7.81782
0.0845159 7.82783
0.0849366 7.83784
0.0853498 7.84785
0.0857554 7.85786
0.0861534 7.86787
0.0865438 7.87788
0.0869265 7.88789
0.0873014 7.8979
0.0876687 7.90791
0.0880281 7.91792
0.0883797 7.92793
0.0887235 7.93794
0.0890594 7.94795
0.0893873 7.95796
0.0897074 7.96797
0.0900195 7.97798
0.0903236 7.98799
0.0906196 7.998
0.0909076 8.00801
0.0911876 8.01802
0.0914594 8.02803
0.0917231 8.03804
0.0919787 8.04805
0.0922261 8.05806
0.0924653 8.06807
0.0926963 8.07808
0.0929191 8.08809
0.0931336 8.0981
0.0933398 8.10811
0.0935377 8.11812
0.0937273 8.12813
0.0939086 8.13814
0.0940816 8.14815
0.0942461 8.15816
0.0944023 8.16817
0.0945502 8.17818
0.0946896 8.18819
0.0948206 8.1982
0.0949431 8.20821
0.0950573 8.21822
0.0951629 8.22823
0.0952602 8.23824
0.0953489 8.24825
0.0954292 8.25826
0.095501 8.26827
0.0955643 8.27828
0.0956191 8.28829
0.0956654 8.2983
0.0957032 8.30831
0.0957325 8.31832
0.0957533 8.32833
0.0957656 8.33834
0.0957693 8.34835
0.0957646 8.35836
0.0957513 8.36837
0.0957295 8.37838
0.0956992 8.38839
0.0956604 8.3984
0.0956131 8.40841
0.0955573 8.41842
0.095493 8.42843
0.0954202 8.43844
0.095339 8.44845
0.0952492 8.45846
0.095151 8.46847
0.0950443 8.47848
0.0949292 8.48849
0.0948057 8.4985
0.0946737 8.50851
0.0945333 8.51852
0.0943845 8.52853
0.0942273 8.53854
0.0940618 8.54855
0.0938878 8.55856
0.0937056 8.56857
0.093515 8.57858
0.0933161 8.58859
0.0931089 8.5986
0.0928934 8.60861
0.0926697 8.61862
0.0924378 8.62863
0.0921976 8.63864
0.0919492 8.64865
0.0916927 8.65866
0.0914281 8.66867
0.0911553 8.67868
0.0908744 8.68869
0.0905854 8.6987
0.0902884 8.70871
0.0899834 8.71872
0.0896704 8.72873
0.0893494 8.73874
0.0890205 8.74875
0.0886837 8.75876
0.088339 8.76877
0.0879865 8.77878
0.0876261 8.78879
0.087258 8.7988
0.0868821 8.80881
0.0864986 8.81882
0.0861073 8.82883
0.0857084 8.83884
0.0853019 8.84885
0.0848878 8.85886
0.0844662 8.86887
0.0840372 8.87888
0.0836006 8.88889
0.0831566 8.8989
0.0827053 8.90891
0.0822466 8.91892
0.0817807 8.92893
0.0813074 8.93894
0.080827 8.94895
0.0803394 8.95896
0.0798447 8.96897
0.0793429 8.97898
0.078834 8.98899
0.0783182 8.999
0.0777955 9.00901
0.0772658 9.01902
0.0767293 9.02903
0.076186 9.03904
0.0756359 9.04905
0.0750792 9.05906
0.0745158 9.06907
0.0739458 9.07908
0.0733692 9.08909
0.0727862 9.0991
0.0721967 9.10911
0.0716008 9.11912
0.0709986 9.12913
0.07039 9.13914
0.0697753 9.14915
0.0691544 9.15916
0.0685273 9.16917
0.0678942 9.17918
0.0672551 9.18919
0.06661 9.1992
0.0659591 9.20921
0.0653023 9.21922
0.0646397 9.22923
0.0639714 9.23924
0.0632975 9.24925
0.0626179 9.25926
0.0619328 9.26927
0.0612423 9.27928
0.0605463 9.28929
0.0598449 9.2993
0.0591383 9.30931
0.0584265 9.31932
0.0577095 9.32933
0.0569873 9.33934
0.0562602 9.34935
0.0555281 9.35936
0.054791 9.36937
0.0540492 9.37938
0.0533025 9.38939
0.0525512 9.3994
0.0517952 9.40941
0.0510346 9.41942
0.0502695 9.42943
0.0495 9.43944
0.0487261 9.44945
0.0479479 9.45946
0.0471655 9.46947
0.0463789 9.47948
0.0455882 9.48949
0.0447935 9.4995
0.0439949 9.50951
0.0431923 9.51952
0.042386 9.52953
0.0415759 9.53954
0.0407621 9.54955
0.0399448 9.55956
0.0391239 9.56957
0.0382995 9.57958
0.0374718 9.58959
0.0366408 9.5996
0.0358066 9.60961
0.0349691 9.61962
0.0341287 9.62963
0.0332851 9.63964
0.0324387 9.64965
0.0315894 9.65966
0.0307373 9.66967
0.0298825 9.67968
0.0290251 9.68969
0.0281651 9.6997
0.0273026 9.70971
0.0264378 9.71972
0.0255705 9.72973
0.0247011 9.73974
0.0238294 9.74975
0.0229557 9.75976
0.0220799 9.76977
0.0212022 9.77978
0.0203226 9.78979
0.0194413 9.7998
0.0185582 9.80981
0.0176735 9.81982
0.0167872 9.82983
0.0158994 9.83984
0.0150103 9.84985
0.0141198 9.85986
0.0132281 9.86987
0.0123352 9.87988
0.0114412 9.88989
0.0105463 9.8999
0.00965034 9.90991
0.00875358 9.91992
0.00785605 9.92993
0.00695782 9.93994
0.00605898 9.94995
0.00515961 9.95996
0.00425979 9.96997
0.00335959 9.97998
0.00245909 9.98999
0.00155838 10
