v t
0.0125853 1.53153
0.0117372 1.54154
0.0108878 1.55155
0.0100374 1.56156
0.00918605 1.57157
0.00833376 1.58158
0.00748063 1.59159
0.00662675 1.6016
0.0057722 1.61161
0.00491704 1.62162
0.00406136 1.63163
0.00320524 1.64164
0.00234875 1.65165
0.00149196 1.66166
0.000634969 1.67167
-0.000222162 1.68168
-0.00107935 1.69169
-0.00193652 1.7017
-0.00279359 1.71171
-0.00365048 1.72172
-0.00450713 1.73173
-0.00536344 1.74174
-0.00621934 1.75175
-0.00707476 1.76176
-0.00792961 1.77177
-0.00878382 1.78178
-0.00963732 1.79179
-0.01049 1.8018
-0.0113418 1.81181
-0.0121927 1.82182
-0.0130426 1.83183
-0.0138913 1.84184
-0.0147389 1.85185
-0.0155852 1.86186
-0.0164301 1.87187
-0.0172737 1.88188
-0.0181158 1.89189
-0.0189563 1.9019
-0.0197951 1.91191
-0.0206323 1.92192
-0.0214677 1.93193
-0.0223012 1.94194
-0.0231327 1.95195
-0.0239622 1.96196
-0.0247897 1.97197
-0.025615 1.98198
-0.026438 1.99199
-0.0272587 2.002
-0.028077 2.01201
-0.0288929 2.02202
-0.0297062 2.03203
-0.0305169 2.04204
-0.031325 2.05205
-0.0321302 2.06206
-0.0329327 2.07207
-0.0337322 2.08208
-0.0345288 2.09209
-0.0353223 2.1021
-0.0361127 2.11211
-0.0369 2.12212
-0.0376839 2.13213
-0.0384646 2.14214
-0.0392418 2.15215
-0.0400156 2.16216
-0.0407858 2.17217
-0.0415524 2.18218
-0.0423154 2.19219
-0.0430746 2.2022
-0.04383 2.21221
-0.0445815 2.22222
-0.045329 2.23223
-0.0460726 2.24224
-0.0468121 2.25225
-0.0475474 2.26226
-0.0482785 2.27227
-0.0490054 2.28228
-0.0497279 2.29229
-0.050446 2.3023
-0.0511596 2.31231
-0.0518687 2.32232
-0.0525732 2.33233
-0.053273 2.34234
-0.0539681 2.35235
-0.0546585 2.36236
-0.055344 2.37237
-0.0560246 2.38238
-0.0567002 2.39239
-0.0573708 2.4024
-0.0580363 2.41241
-0.0586967 2.42242
-0.0593519 2.43243
-0.0600018 2.44244
-0.0606464 2.45245
-0.0612856 2.46246
-0.0619195 2.47247
-0.0625478 2.48248
-0.0631706 2.49249
-0.0637877 2.5025
-0.0643993 2.51251
-0.0650051 2.52252
-0.0656052 2.53253
-0.0661995 2.54254
-0.0667879 2.55255
-0.0673704 2.56256
-0.0679469 2.57257
-0.0685174 2.58258
-0.0690819 2.59259
-0.0696403 2.6026
-0.0701924 2.61261
-0.0707384 2.62262
-0.0712781 2.63263
-0.0718116 2.64264
-0.0723386 2.65265
-0.0728593 2.66266
-0.0733735 2.67267
-0.0738813 2.68268
-0.0743825 2.69269
-0.0748771 2.7027
-0.0753651 2.71271
-0.0758465 2.72272
-0.0763212 2.73273
-0.0767891 2.74274
-0.0772502 2.75275
-0.0777045 2.76276
-0.078152 2.77277
-0.0785925 2.78278
-0.0790261 2.79279
-0.0794528 2.8028
-0.0798724 2.81281
-0.080285 2.82282
-0.0806905 2.83283
-0.0810888 2.84284
-0.08148 2.85285
-0.081864 2.86286
-0.0822408 2.87287
-0.0826104 2.88288
-0.0829726 2.89289
-0.0833276 2.9029
-0.0836752 2.91291
-0.0840154 2.92292
-0.0843482 2.93293
-0.0846736 2.94294
-0.0849915 2.95295
-0.0853019 2.96296
-0.0856048 2.97297
-0.0859001 2.98298
-0.0861879 2.99299
-0.0864681 3.003
-0.0867407 3.01301
-0.0870056 3.02302
-0.0872629 3.03303
-0.0875124 3.04304
-0.0877543 3.05305
-0.0879884 3.06306
-0.0882148 3.07307
-0.0884334 3.08308
-0.0886442 3.09309
-0.0888473 3.1031
-0.0890425 3.11311
-0.0892298 3.12312
-0.0894093 3.13313
-0.0895809 3.14314
-0.0897446 3.15315
-0.0899004 3.16316
-0.0900483 3.17317
-0.0901883 3.18318
-0.0903204 3.19319
-0.0904444 3.2032
-0.0905605 3.21321
-0.0906687 3.22322
-0.0907688 3.23323
-0.090861 3.24324
-0.0909451 3.25325
-0.0910213 3.26326
-0.0910894 3.27327
-0.0911495 3.28328
-0.0912016 3.29329
-0.0912456 3.3033
-0.0912816 3.31331
-0.0913095 3.32332
-0.0913295 3.33333
-0.0913413 3.34334
-0.0913451 3.35335
-0.0913409 3.36336
-0.0913286 3.37337
-0.0913082 3.38338
-0.0912798 3.39339
-0.0912434 3.4034
-0.0911989 3.41341
-0.0911464 3.42342
-0.0910858 3.43343
-0.0910172 3.44344
-0.0909406 3.45345
-0.0908559 3.46346
-0.0907632 3.47347
-0.0906625 3.48348
-0.0905538 3.49349
-0.0904371 3.5035
-0.0903125 3.51351
-0.0901798 3.52352
-0.0900392 3.53353
-0.0898906 3.54354
-0.0897341 3.55355
-0.0895697 3.56356
-0.0893973 3.57357
-0.089217 3.58358
-0.0890289 3.59359
-0.0888328 3.6036
-0.0886289 3.61361
-0.0884172 3.62362
-0.0881976 3.63363
-0.0879703 3.64364
-0.0877351 3.65365
-0.0874922 3.66366
-0.0872415 3.67367
-0.0869831 3.68368
-0.0867169 3.69369
-0.0864431 3.7037
-0.0861617 3.71371
-0.0858725 3.72372
-0.0855758 3.73373
-0.0852715 3.74374
-0.0849595 3.75375
-0.0846401 3.76376
-0.0843131 3.77377
-0.0839787 3.78378
-0.0836367 3.79379
-0.0832874 3.8038
-0.0829306 3.81381
-0.0825664 3.82382
-0.082195 3.83383
-0.0818161 3.84384
-0.08143 3.85385
-0.0810367 3.86386
-0.0806361 3.87387
-0.0802284 3.88388
-0.0798134 3.89389
-0.0793914 3.9039
-0.0789623 3.91391
-0.0785261 3.92392
-0.0780829 3.93393
-0.0776328 3.94394
-0.0771757 3.95395
-0.0767117 3.96396
-0.0762409 3.97397
-0.0757632 3.98398
-0.0752788 3.99399
-0.0747876 4.004
-0.0742897 4.01401
-0.0737851 4.02402
-0.073274 4.03403
-0.0727563 4.04404
-0.072232 4.05405
-0.0717013 4.06406
-0.0711641 4.07407
-0.0706206 4.08408
-0.0700707 4.09409
-0.0695145 4.1041
-0.068952 4.11411
-0.0683834 4.12412
-0.0678086 4.13413
-0.0672277 4.14414
-0.0666407 4.15415
-0.0660477 4.16416
-0.0654488 4.17417
-0.064844 4.18418
-0.0642333 4.19419
-0.0636168 4.2042
-0.0629946 4.21421
-0.0623667 4.22422
-0.0617331 4.23423
-0.061094 4.24424
-0.0604494 4.25425
-0.0597992 4.26426
-0.0591437 4.27427
-0.0584828 4.28428
-0.0578166 4.29429
-0.0571451 4.3043
-0.0564685 4.31431
-0.0557867 4.32432
-0.0550999 4.33433
-0.0544081 4.34434
-0.0537113 4.35435
-0.0530097 4.36436
-0.0523032 4.37437
-0.0515919 4.38438
-0.050876 4.39439
-0.0501554 4.4044
-0.0494302 4.41441
-0.0487006 4.42442
-0.0479664 4.43443
-0.0472279 4.44444
-0.0464851 4.45445
-0.0457381 4.46446
-0.0449868 4.47447
-0.0442314 4.48448
-0.043472 4.49449
-0.0427086 4.5045
-0.0419413 4.51451
-0.0411701 4.52452
-0.0403952 4.53453
-0.0396165 4.54454
-0.0388342 4.55455
-0.0380483 4.56456
-0.0372589 4.57457
-0.0364661 4.58458
-0.0356699 4.59459
-0.0348704 4.6046
-0.0340677 4.61461
-0.0332619 4.62462
-0.0324529 4.63463
-0.031641 4.64464
-0.0308261 4.65465
-0.0300084 4.66466
-0.0291879 4.67467
-0.0283647 4.68468
-0.0275388 4.69469
-0.0267104 4.7047
-0.0258795 4.71471
-0.0250461 4.72472
-0.0242105 4.73473
-0.0233725 4.74474
-0.0225324 4.75475
-0.0216901 4.76476
-0.0208458 4.77477
-0.0199996 4.78478
-0.0191514 4.79479
-0.0183015 4.8048
-0.0174498 4.81481
-0.0165964 4.82482
-0.0157415 4.83483
-0.0148851 4.84484
-0.0140272 4.85485
-0.013168 4.86486
-0.0123075 4.87487
-0.0114459 4.88488
-0.0105831 4.89489
-0.00971924 4.9049
-0.00885445 4.91491
-0.00798879 4.92492
-0.00712232 4.93493
-0.00625513 4.94494
-0.00538729 4.95495
-0.00451888 4.96496
-0.00364999 4.97497
-0.00278068 4.98498
-0.00191105 4.99499
-0.00104116 5.00501
-0.000171098 5.01502
0.000699058 5.02503
0.00156923 5.03504
0.00243934 5.04505
0.0033093 5.05506
0.00417905 5.06507
0.00504849 5.07508
0.00591755 5.08509
0.00678616 5.0951
0.00765423 5.10511
0.00852169 5.11512
0.00938845 5.12513
0.0102544 5.13514
0.0111196 5.14515
0.0119838 5.15516
0.012847 5.16517
0.0137091 5.17518
0.01457 5.18519
0.0154298 5.1952
0.0162881 5.20521
0.0171451 5.21522
0.0180006 5.22523
0.0188546 5.23524
0.0197069 5.24525
0.0205575 5.25526
0.0214064 5.26527
0.0222534 5.27528
0.0230984 5.28529
0.0239414 5.2953
0.0247823 5.30531
0.0256211 5.31532
0.0264576 5.32533
0.0272918 5.33534
0.0281236 5.34535
0.028953 5.35536
0.0297798 5.36537
0.0306039 5.37538
0.0314254 5.38539
0.0322441 5.3954
0.03306 5.40541
0.033873 5.41542
0.034683 5.42543
0.0354899 5.43544
0.0362937 5.44545
0.0370942 5.45546
0.0378915 5.46547
0.0386855 5.47548
0.039476 5.48549
0.0402631 5.4955
0.0410465 5.50551
0.0418264 5.51552
0.0426025 5.52553
0.0433749 5.53554
0.0441434 5.54555
0.0449081 5.55556
0.0456687 5.56557
0.0464253 5.57558
0.0471778 5.58559
0.0479261 5.5956
0.0486702 5.60561
0.0494099 5.61562
0.0501453 5.62563
0.0508762 5.63564
0.0516026 5.64565
0.0523245 5.65566
0.0530417 5.66567
0.0537542 5.67568
0.0544619 5.68569
0.0551648 5.6957
0.0558628 5.70571
0.0565559 5.71572
0.057244 5.72573
0.0579269 5.73574
0.0586048 5.74575
0.0592774 5.75576
0.0599448 5.76577
0.0606069 5.77578
0.0612636 5.78579
0.0619149 5.7958
0.0625607 5.80581
0.0632009 5.81582
0.0638356 5.82583
0.0644645 5.83584
0.0650878 5.84585
0.0657053 5.85586
0.066317 5.86587
0.0669228 5.87588
0.0675227 5.88589
0.0681166 5.8959
0.0687045 5.90591
0.0692863 5.91592
0.069862 5.92593
0.0704315 5.93594
0.0709947 5.94595
0.0715517 5.95596
0.0721023 5.96597
0.0726466 5.97598
0.0731844 5.98599
0.0737158 5.996
0.0742406 6.00601
0.0747589 6.01602
0.0752705 6.02603
0.0757755 6.03604
0.0762738 6.04605
0.0767654 6.05606
0.0772502 6.06607
0.0777281 6.07608
0.0781992 6.08609
0.0786634 6.0961
0.0791206 6.10611
0.0795708 6.11612
0.0800141 6.12613
0.0804502 6.13614
0.0808792 6.14615
0.0813011 6.15616
0.0817159 6.16617
0.0821234 6.17618
0.0825236 6.18619
0.0829166 6.1962
0.0833023 6.20621
0.0836806 6.21622
0.0840515 6.22623
0.0844151 6.23624
0.0847711 6.24625
0.0851197 6.25626
0.0854608 6.26627
0.0857944 6.27628
0.0861204 6.28629
0.0864388 6.2963
0.0867496 6.30631
0.0870527 6.31632
0.0873482 6.32633
0.0876359 6.33634
0.087916 6.34635
0.0881882 6.35636
0.0884528 6.36637
0.0887095 6.37638
0.0889584 6.38639
0.0891995 6.3964
0.0894327 6.40641
0.089658 6.41642
0.0898755 6.42643
0.090085 6.43644
0.0902866 6.44645
0.0904802 6.45646
0.0906659 6.46647
0.0908436 6.47648
0.0910133 6.48649
0.091175 6.4965
0.0913286 6.50651
0.0914742 6.51652
0.0916117 6.52653
0.0917412 6.53654
0.0918626 6.54655
0.0919759 6.55656
0.0920811 6.56657
0.0921782 6.57658
0.0922671 6.58659
0.092348 6.5966
0.0924207 6.60661
0.0924853 6.61662
0.0925417 6.62663
0.09259 6.63664
0.0926301 6.64665
0.092662 6.65666
0.0926858 6.66667
0.0927014 6.67668
0.0927089 6.68669
0.0927081 6.6967
0.0926992 6.70671
0.0926822 6.71672
0.0926569 6.72673
0.0926235 6.73674
0.0925819 6.74675
0.0925322 6.75676
0.0924743 6.76677
0.0924083 6.77678
0.092334 6.78679
0.0922517 6.7968
0.0921612 6.80681
0.0920626 6.81682
0.0919558 6.82683
0.0918409 6.83684
0.0917179 6.84685
0.0915868 6.85686
0.0914477 6.86687
0.0913004 6.87688
0.0911451 6.88689
0.0909817 6.8969
0.0908103 6.90691
0.0906308 6.91692
0.0904434 6.92693
0.0902479 6.93694
0.0900445 6.94695
0.089833 6.95696
0.0896137 6.96697
0.0893864 6.97698
0.0891512 6.98699
0.088908 6.997
0.0886571 7.00701
0.0883982 7.01702
0.0881315 7.02703
0.087857 7.03704
0.0875748 7.04705
0.0872847 7.05706
0.0869869 7.06707
0.0866814 7.07708
0.0863682 7.08709
0.0860473 7.0971
0.0857188 7.10711
0.0853826 7.11712
0.0850389 7.12713
0.0846876 7.13714
0.0843288 7.14715
0.0839624 7.15716
0.0835886 7.16717
0.0832074 7.17718
0.0828187 7.18719
0.0824227 7.1972
0.0820193 7.20721
0.0816087 7.21722
0.0811907 7.22723
0.0807655 7.23724
0.0803331 7.24725
0.0798935 7.25726
0.0794468 7.26727
0.078993 7.27728
0.0785321 7.28729
0.0780642 7.2973
0.0775893 7.30731
0.0771075 7.31732
0.0766188 7.32733
0.0761232 7.33734
0.0756208 7.34735
0.0751117 7.35736
0.0745958 7.36737
0.0740732 7.37738
0.073544 7.38739
0.0730081 7.3974
0.0724657 7.40741
0.0719168 7.41742
0.0713615 7.42743
0.0707997 7.43744
0.0702316 7.44745
0.0696571 7.45746
0.0690764 7.46747
0.0684894 7.47748
0.0678963 7.48749
0.0672971 7.4975
0.0666917 7.50751
0.0660804 7.51752
0.0654631 7.52753
0.0648399 7.53754
0.0642109 7.54755
0.063576 7.55756
0.0629354 7.56757
0.0622891 7.57758
0.0616372 7.58759
0.0609797 7.5976
0.0603166 7.60761
0.0596481 7.61762
0.0589742 7.62763
0.058295 7.63764
0.0576104 7.64765
0.0569206 7.65766
0.0562257 7.66767
0.0555256 7.67768
0.0548205 7.68769
0.0541104 7.6977
0.0533954 7.70771
0.0526755 7.71772
0.0519508 7.72773
0.0512214 7.73774
0.0504872 7.74775
0.0497485 7.75776
0.0490053 7.76777
0.0482576 7.77778
0.0475054 7.78779
0.0467489 7.7978
0.0459881 7.80781
0.0452232 7.81782
0.044454 7.82783
0.0436808 7.83784
0.0429036 7.84785
0.0421225 7.85786
0.0413374 7.86787
0.0405486 7.87788
0.0397561 7.88789
0.0389599 7.8979
0.0381601 7.90791
0.0373567 7.91792
0.03655 7.92793
0.0357398 7.93794
0.0349264 7.94795
0.0341097 7.95796
0.0332899 7.96797
0.032467 7.97798
0.031641 7.98799
0.0308122 7.998
0.0299804 8.00801
0.0291459 8.01802
0.0283087 8.02803
0.0274688 8.03804
0.0266264 8.04805
0.0257815 8.05806
0.0249342 8.06807
0.0240845 8.07808
0.0232326 8.08809
0.0223785 8.0981
0.0215223 8.10811
0.0206641 8.11812
0.0198039 8.12813
0.0189418 8.13814
0.018078 8.14815
0.0172124 8.15816
0.0163452 8.16817
0.0154764 8.17818
0.0146062 8.18819
0.0137345 8.1982
0.0128615 8.20821
0.0119873 8.21822
0.0111119 8.22823
0.0102355 8.23824
0.00935797 8.24825
0.00847955 8.25826
0.00760029 8.26827
0.00672025 8.27828
0.00583953 8.28829
0.0049582 8.2983
0.00407633 8.30831
0.00319402 8.31832
0.00231133 8.32833
0.00142836 8.33834
0.000545178 8.34835
-0.000338135 8.35836
-0.0012215 8.36837
-0.00210483 8.37838
-0.00298805 8.38839
-0.00387108 8.3984
-0.00475384 8.40841
-0.00563624 8.41842
-0.00651822 8.42843
-0.00739968 8.43844
-0.00828056 8.44845
-0.00916076 8.45846
-0.0100402 8.46847
-0.0109188 8.47848
-0.0117965 8.48849
-0.0126733 8.4985
-0.0135489 8.50851
-0.0144234 8.51852
-0.0152967 8.52853
-0.0161686 8.53854
-0.0170392 8.54855
-0.0179083 8.55856
-0.0187759 8.56857
-0.0196418 8.57858
-0.020506 8.58859
-0.0213685 8.5986
-0.0222291 8.60861
-0.0230877 8.61862
-0.0239444 8.62863
-0.0247989 8.63864
-0.0256513 8.64865
-0.0265015 8.65866
-0.0273493 8.66867
-0.0281947 8.67868
-0.0290376 8.68869
-0.029878 8.6987
-0.0307158 8.70871
-0.0315508 8.71872
-0.0323831 8.72873
-0.0332125 8.73874
-0.034039 8.74875
-0.0348625 8.75876
-0.0356829 8.76877
-0.0365002 8.77878
-0.0373142 8.78879
-0.038125 8.7988
-0.0389323 8.80881
-0.0397362 8.81882
-0.0405366 8.82883
-0.0413335 8.83884
-0.0421266 8.84885
-0.042916 8.85886
-0.0437017 8.86887
-0.0444834 8.87888
-0.0452612 8.88889
-0.046035 8.8989
-0.0468048 8.90891
-0.0475703 8.91892
-0.0483317 8.92893
-0.0490888 8.93894
-0.0498415 8.94895
-0.0505898 8.95896
-0.0513336 8.96897
-0.0520729 8.97898
-0.0528075 8.98899
-0.0535374 8.999
-0.0542627 9.00901
-0.054983 9.01902
-0.0556986 9.02903
-0.0564091 9.03904
-0.0571147 9.04905
-0.0578152 9.05906
-0.0585106 9.06907
-0.0592008 9.07908
-0.0598857 9.08909
-0.0605653 9.0991
-0.0612396 9.10911
-0.0619084 9.11912
-0.0625718 9.12913
-0.0632295 9.13914
-0.0638817 9.14915
-0.0645282 9.15916
-0.065169 9.16917
-0.0658041 9.17918
-0.0664333 9.18919
-0.0670566 9.1992
-0.0676739 9.20921
-0.0682853 9.21922
-0.0688906 9.22923
-0.0694898 9.23924
-0.0700829 9.24925
-0.0706697 9.25926
-0.0712503 9.26927
-0.0718246 9.27928
-0.0723925 9.28929
-0.072954 9.2993
-0.0735091 9.30931
-0.0740576 9.31932
-0.0745996 9.32933
-0.075135 9.33934
-0.0756638 9.34935
-0.0761859 9.35936
-0.0767012 9.36937
-0.0772097 9.37938
-0.0777114 9.38939
-0.0782063 9.3994
-0.0786942 9.40941
-0.0791752 9.41942
-0.0796492 9.42943
-0.0801161 9.43944
-0.080576 9.44945
-0.0810287 9.45946
-0.0814743 9.46947
-0.0819127 9.47948
-0.0823438 9.48949
-0.0827677 9.4995
-0.0831843 9.50951
-0.0835935 9.51952
-0.0839954 9.52953
-0.0843898 9.53954
-0.0847768 9.54955
-0.0851563 9.55956
-0.0855283 9.56957
-0.0858928 9.57958
-0.0862497 9.58959
-0.086599 9.5996
-0.0869406 9.60961
-0.0872746 9.61962
-0.0876008 9.62963
-0.0879194 9.63964
-0.0882302 9.64965
-0.0885332 9.65966
-0.0888284 9.66967
-0.0891158 9.67968
-0.0893954 9.68969
-0.089667 9.6997
-0.0899308 9.70971
-0.0901866 9.71972
-0.0904345 9.72973
-0.0906744 9.73974
-0.0909064 9.74975
-0.0911303 9.75976
-0.0913462 9.76977
-0.091554 9.77978
-0.0917538 9.78979
-0.0919455 9.7998
-0.0921291 9.80981
-0.0923046 9.81982
-0.092472 9.82983
-0.0926312 9.83984
-0.0927822 9.84985
-0.0929251 9.85986
-0.0930598 9.86987
-0.0931863 9.87988
-0.0933046 9.88989
-0.0934147 9.8999
-0.0935166 9.90991
-0.0936102 9.91992
-0.0936956 9.92993
-0.0937727 9.93994
-0.0938416 9.94995
-0.0939021 9.95996
-0.0939545 9.96997
-0.0939985 9.97998
-0.0940343 9.98999
-0.0940617 10
-0.0940809 10.01
