v t
0.0851803 0.350035
0.085153 0.351035
0.0851256 0.352035
0.0850982 0.353035
0.0850706 0.354035
0.085043 0.355036
0.0850154 0.356036
0.0849876 0.357036
0.0849598 0.358036
0.0849319 0.359036
0.0849039 0.360036
0.0848758 0.361036
0.0848477 0.362036
0.0848195 0.363036
0.0847912 0.364036
0.0847629 0.365037
0.0847344 0.366037
0.0847059 0.367037
0.0846774 0.368037
0.0846487 0.369037
0.08462 0.370037
0.0845912 0.371037
0.0845623 0.372037
0.0845333 0.373037
0.0845043 0.374037
0.0844752 0.375038
0.084446 0.376038
0.0844168 0.377038
0.0843875 0.378038
0.0843581 0.379038
0.0843286 0.380038
0.0842991 0.381038
0.0842694 0.382038
0.0842397 0.383038
0.08421 0.384038
0.0841801 0.385039
0.0841502 0.386039
0.0841202 0.387039
0.0840901 0.388039
0.08406 0.389039
0.0840298 0.390039
0.0839995 0.391039
0.0839691 0.392039
0.0839387 0.393039
0.0839082 0.394039
0.0838776 0.39504
0.0838469 0.39604
0.0838162 0.39704
0.0837854 0.39804
0.0837545 0.39904
0.0837236 0.40004
0.0836925 0.40104
0.0836614 0.40204
0.0836303 0.40304
0.083599 0.40404
0.0835677 0.405041
0.0835363 0.406041
0.0835048 0.407041
0.0834733 0.408041
0.0834416 0.409041
0.0834099 0.410041
0.0833782 0.411041
0.0833463 0.412041
0.0833144 0.413041
0.0832824 0.414041
0.0832504 0.415042
0.0832182 0.416042
0.083186 0.417042
0.0831538 0.418042
0.0831214 0.419042
0.083089 0.420042
0.0830565 0.421042
0.0830239 0.422042
0.0829912 0.423042
0.0829585 0.424042
0.0829257 0.425043
0.0828929 0.426043
0.0828599 0.427043
0.0828269 0.428043
0.0827938 0.429043
0.0827607 0.430043
0.0827274 0.431043
0.0826941 0.432043
0.0826607 0.433043
0.0826273 0.434043
0.0825938 0.435044
0.0825602 0.436044
0.0825265 0.437044
0.0824927 0.438044
0.0824589 0.439044
0.082425 0.440044
0.0823911 0.441044
0.082357 0.442044
0.0823229 0.443044
0.0822887 0.444044
0.0822545 0.445045
0.0822202 0.446045
0.0821858 0.447045
0.0821513 0.448045
0.0821167 0.449045
0.0820821 0.450045
0.0820474 0.451045
0.0820127 0.452045
0.0819778 0.453045
0.0819429 0.454045
0.081908 0.455046
0.0818729 0.456046
0.0818378 0.457046
0.0818026 0.458046
0.0817673 0.459046
0.081732 0.460046
0.0816966 0.461046
0.0816611 0.462046
0.0816255 0.463046
0.0815899 0.464046
0.0815542 0.465047
0.0815184 0.466047
0.0814826 0.467047
0.0814467 0.468047
0.0814107 0.469047
0.0813746 0.470047
0.0813385 0.471047
0.0813023 0.472047
0.081266 0.473047
0.0812296 0.474047
0.0811932 0.475048
0.0811567 0.476048
0.0811202 0.477048
0.0810835 0.478048
0.0810468 0.479048
0.08101 0.480048
0.0809732 0.481048
0.0809363 0.482048
0.0808993 0.483048
0.0808622 0.484048
0.0808251 0.485049
0.0807879 0.486049
0.0807506 0.487049
0.0807132 0.488049
0.0806758 0.489049
0.0806383 0.490049
0.0806007 0.491049
0.0805631 0.492049
0.0805254 0.493049
0.0804876 0.494049
0.0804498 0.49505
0.0804118 0.49605
0.0803739 0.49705
0.0803358 0.49805
0.0802977 0.49905
0.0802595 0.50005
0.0802212 0.50105
0.0801828 0.50205
0.0801444 0.50305
0.0801059 0.50405
0.0800674 0.505051
0.0800287 0.506051
0.07999 0.507051
0.0799513 0.508051
0.0799124 0.509051
0.0798735 0.510051
0.0798345 0.511051
0.0797955 0.512051
0.0797563 0.513051
0.0797171 0.514051
0.0796779 0.515052
0.0796385 0.516052
0.0795991 0.517052
0.0795596 0.518052
0.0795201 0.519052
0.0794805 0.520052
0.0794408 0.521052
0.079401 0.522052
0.0793612 0.523052
0.0793213 0.524052
0.0792813 0.525053
0.0792413 0.526053
0.0792012 0.527053
0.079161 0.528053
0.0791208 0.529053
0.0790804 0.530053
0.07904 0.531053
0.0789996 0.532053
0.0789591 0.533053
0.0789185 0.534053
0.0788778 0.535054
0.078837 0.536054
0.0787962 0.537054
0.0787554 0.538054
0.0787144 0.539054
0.0786734 0.540054
0.0786323 0.541054
0.0785911 0.542054
0.0785499 0.543054
0.0785086 0.544054
0.0784672 0.545055
0.0784258 0.546055
0.0783843 0.547055
0.0783427 0.548055
0.0783011 0.549055
0.0782594 0.550055
0.0782176 0.551055
0.0781757 0.552055
0.0781338 0.553055
0.0780918 0.554055
0.0780498 0.555056
0.0780076 0.556056
0.0779654 0.557056
0.0779232 0.558056
0.0778808 0.559056
0.0778384 0.560056
0.077796 0.561056
0.0777534 0.562056
0.0777108 0.563056
0.0776681 0.564056
0.0776254 0.565057
0.0775826 0.566057
0.0775397 0.567057
0.0774967 0.568057
0.0774537 0.569057
0.0774106 0.570057
0.0773675 0.571057
0.0773242 0.572057
0.0772809 0.573057
0.0772376 0.574057
0.0771941 0.575058
0.0771506 0.576058
0.0771071 0.577058
0.0770634 0.578058
0.0770197 0.579058
0.0769759 0.580058
0.0769321 0.581058
0.0768882 0.582058
0.0768442 0.583058
0.0768001 0.584058
0.076756 0.585059
0.0767118 0.586059
0.0766676 0.587059
0.0766233 0.588059
0.0765789 0.589059
0.0765344 0.590059
0.0764899 0.591059
0.0764453 0.592059
0.0764006 0.593059
0.0763559 0.594059
0.0763111 0.59506
0.0762663 0.59606
0.0762213 0.59706
0.0761763 0.59806
0.0761313 0.59906
0.0760861 0.60006
0.0760409 0.60106
0.0759957 0.60206
0.0759503 0.60306
0.0759049 0.60406
0.0758595 0.605061
0.0758139 0.606061
0.0757683 0.607061
0.0757227 0.608061
0.0756769 0.609061
0.0756311 0.610061
0.0755852 0.611061
0.0755393 0.612061
0.0754933 0.613061
0.0754472 0.614061
0.0754011 0.615062
0.0753549 0.616062
0.0753086 0.617062
0.0752623 0.618062
0.0752159 0.619062
0.0751694 0.620062
0.0751228 0.621062
0.0750762 0.622062
0.0750296 0.623062
0.0749828 0.624062
0.074936 0.625063
0.0748891 0.626063
0.0748422 0.627063
0.0747952 0.628063
0.0747481 0.629063
0.074701 0.630063
0.0746538 0.631063
0.0746065 0.632063
0.0745592 0.633063
0.0745118 0.634063
0.0744643 0.635064
0.0744168 0.636064
0.0743692 0.637064
0.0743215 0.638064
0.0742738 0.639064
0.074226 0.640064
0.0741781 0.641064
0.0741302 0.642064
0.0740822 0.643064
0.0740341 0.644064
0.073986 0.645065
0.0739378 0.646065
0.0738895 0.647065
0.0738412 0.648065
0.0737928 0.649065
0.0737444 0.650065
0.0736958 0.651065
0.0736473 0.652065
0.0735986 0.653065
0.0735499 0.654065
0.0735011 0.655066
0.0734523 0.656066
0.0734033 0.657066
0.0733544 0.658066
0.0733053 0.659066
0.0732562 0.660066
0.073207 0.661066
0.0731578 0.662066
0.0731085 0.663066
0.0730591 0.664066
0.0730097 0.665067
0.0729602 0.666067
0.0729106 0.667067
0.072861 0.668067
0.0728113 0.669067
0.0727616 0.670067
0.0727117 0.671067
0.0726619 0.672067
0.0726119 0.673067
0.0725619 0.674067
0.0725118 0.675068
0.0724617 0.676068
0.0724115 0.677068
0.0723612 0.678068
0.0723109 0.679068
0.0722605 0.680068
0.07221 0.681068
0.0721595 0.682068
0.0721089 0.683068
0.0720582 0.684068
0.0720075 0.685069
0.0719567 0.686069
0.0719059 0.687069
0.0718549 0.688069
0.071804 0.689069
0.0717529 0.690069
0.0717018 0.691069
0.0716507 0.692069
0.0715994 0.693069
0.0715481 0.694069
0.0714968 0.69507
0.0714453 0.69607
0.0713939 0.69707
0.0713423 0.69807
0.0712907 0.69907
0.071239 0.70007
0.0711873 0.70107
0.0711355 0.70207
0.0710836 0.70307
0.0710317 0.70407
0.0709797 0.705071
0.0709276 0.706071
0.0708755 0.707071
0.0708234 0.708071
0.0707711 0.709071
0.0707188 0.710071
0.0706664 0.711071
0.070614 0.712071
0.0705615 0.713071
0.0705089 0.714071
0.0704563 0.715072
0.0704036 0.716072
0.0703509 0.717072
0.0702981 0.718072
0.0702452 0.719072
0.0701923 0.720072
0.0701393 0.721072
0.0700862 0.722072
0.0700331 0.723072
0.0699799 0.724072
0.0699267 0.725073
0.0698734 0.726073
0.06982 0.727073
0.0697666 0.728073
0.0697131 0.729073
0.0696595 0.730073
0.0696059 0.731073
0.0695522 0.732073
0.0694985 0.733073
0.0694447 0.734073
0.0693908 0.735074
0.0693369 0.736074
0.0692829 0.737074
0.0692289 0.738074
0.0691748 0.739074
0.0691206 0.740074
0.0690664 0.741074
0.0690121 0.742074
0.0689577 0.743074
0.0689033 0.744074
0.0688488 0.745075
0.0687943 0.746075
0.0687397 0.747075
0.068685 0.748075
0.0686303 0.749075
0.0685755 0.750075
0.0685207 0.751075
0.0684658 0.752075
0.0684108 0.753075
0.0683558 0.754075
0.0683007 0.755076
0.0682455 0.756076
0.0681903 0.757076
0.068135 0.758076
0.0680797 0.759076
0.0680243 0.760076
0.0679689 0.761076
0.0679134 0.762076
0.0678578 0.763076
0.0678021 0.764076
0.0677465 0.765077
0.0676907 0.766077
0.0676349 0.767077
0.067579 0.768077
0.0675231 0.769077
0.0674671 0.770077
0.067411 0.771077
0.0673549 0.772077
0.0672987 0.773077
0.0672425 0.774077
0.0671862 0.775078
0.0671298 0.776078
0.0670734 0.777078
0.067017 0.778078
0.0669604 0.779078
0.0669038 0.780078
0.0668472 0.781078
0.0667905 0.782078
0.0667337 0.783078
0.0666769 0.784078
0.06662 0.785079
0.066563 0.786079
0.066506 0.787079
0.0664489 0.788079
0.0663918 0.789079
0.0663346 0.790079
0.0662774 0.791079
0.0662201 0.792079
0.0661627 0.793079
0.0661053 0.794079
0.0660478 0.79508
0.0659903 0.79608
0.0659327 0.79708
0.065875 0.79808
0.0658173 0.79908
0.0657595 0.80008
0.0657017 0.80108
0.0656438 0.80208
0.0655858 0.80308
0.0655278 0.80408
0.0654698 0.805081
0.0654116 0.806081
0.0653535 0.807081
0.0652952 0.808081
0.0652369 0.809081
0.0651786 0.810081
0.0651201 0.811081
0.0650617 0.812081
0.0650031 0.813081
0.0649445 0.814081
0.0648859 0.815082
0.0648272 0.816082
0.0647684 0.817082
0.0647096 0.818082
0.0646507 0.819082
0.0645918 0.820082
0.0645328 0.821082
0.0644737 0.822082
0.0644146 0.823082
0.0643555 0.824082
0.0642962 0.825083
0.064237 0.826083
0.0641776 0.827083
0.0641182 0.828083
0.0640588 0.829083
0.0639993 0.830083
0.0639397 0.831083
0.0638801 0.832083
0.0638204 0.833083
0.0637606 0.834083
0.0637009 0.835084
0.063641 0.836084
0.0635811 0.837084
0.0635211 0.838084
0.0634611 0.839084
0.063401 0.840084
0.0633409 0.841084
0.0632807 0.842084
0.0632205 0.843084
0.0631601 0.844084
0.0630998 0.845085
0.0630394 0.846085
0.0629789 0.847085
0.0629184 0.848085
0.0628578 0.849085
0.0627971 0.850085
0.0627364 0.851085
0.0626757 0.852085
0.0626149 0.853085
0.062554 0.854085
0.0624931 0.855086
0.0624321 0.856086
0.0623711 0.857086
0.06231 0.858086
0.0622489 0.859086
0.0621877 0.860086
0.0621264 0.861086
0.0620651 0.862086
0.0620037 0.863086
0.0619423 0.864086
0.0618808 0.865087
0.0618193 0.866087
0.0617577 0.867087
0.0616961 0.868087
0.0616344 0.869087
0.0615726 0.870087
0.0615108 0.871087
0.061449 0.872087
0.061387 0.873087
0.0613251 0.874087
0.061263 0.875088
0.061201 0.876088
0.0611388 0.877088
0.0610766 0.878088
0.0610144 0.879088
0.0609521 0.880088
0.0608897 0.881088
0.0608273 0.882088
0.0607649 0.883088
0.0607024 0.884088
0.0606398 0.885089
0.0605772 0.886089
0.0605145 0.887089
0.0604518 0.888089
0.060389 0.889089
0.0603261 0.890089
0.0602632 0.891089
0.0602003 0.892089
0.0601373 0.893089
0.0600742 0.894089
0.0600111 0.89509
0.059948 0.89609
0.0598848 0.89709
0.0598215 0.89809
0.0597582 0.89909
0.0596948 0.90009
0.0596314 0.90109
0.0595679 0.90209
0.0595043 0.90309
0.0594408 0.90409
0.0593771 0.905091
0.0593134 0.906091
0.0592497 0.907091
0.0591859 0.908091
0.059122 0.909091
0.0590581 0.910091
0.0589941 0.911091
0.0589301 0.912091
0.0588661 0.913091
0.058802 0.914091
0.0587378 0.915092
0.0586736 0.916092
0.0586093 0.917092
0.058545 0.918092
0.0584806 0.919092
0.0584162 0.920092
0.0583517 0.921092
0.0582871 0.922092
0.0582225 0.923092
0.0581579 0.924092
0.0580932 0.925093
0.0580285 0.926093
0.0579637 0.927093
0.0578988 0.928093
0.0578339 0.929093
0.057769 0.930093
0.057704 0.931093
0.0576389 0.932093
0.0575738 0.933093
0.0575087 0.934093
0.0574434 0.935094
0.0573782 0.936094
0.0573129 0.937094
0.0572475 0.938094
0.0571821 0.939094
0.0571166 0.940094
0.0570511 0.941094
0.0569856 0.942094
0.0569199 0.943094
0.0568543 0.944094
0.0567886 0.945095
0.0567228 0.946095
0.056657 0.947095
0.0565911 0.948095
0.0565252 0.949095
0.0564592 0.950095
0.0563932 0.951095
0.0563271 0.952095
0.056261 0.953095
0.0561948 0.954095
0.0561286 0.955096
0.0560623 0.956096
0.055996 0.957096
0.0559296 0.958096
0.0558632 0.959096
0.0557967 0.960096
0.0557302 0.961096
0.0556636 0.962096
0.055597 0.963096
0.0555303 0.964096
0.0554636 0.965097
0.0553968 0.966097
0.05533 0.967097
0.0552631 0.968097
0.0551962 0.969097
0.0551292 0.970097
0.0550622 0.971097
0.0549951 0.972097
0.054928 0.973097
0.0548609 0.974097
0.0547936 0.975098
0.0547264 0.976098
0.0546591 0.977098
0.0545917 0.978098
0.0545243 0.979098
0.0544568 0.980098
0.0543893 0.981098
0.0543218 0.982098
0.0542541 0.983098
0.0541865 0.984098
0.0541188 0.985099
0.054051 0.986099
0.0539832 0.987099
0.0539154 0.988099
0.0538475 0.989099
0.0537795 0.990099
0.0537115 0.991099
0.0536435 0.992099
0.0535754 0.993099
0.0535073 0.994099
0.0534391 0.9951
0.0533709 0.9961
0.0533026 0.9971
0.0532342 0.9981
0.0531659 0.9991
0.0530974 1.0001
0.053029 1.0011
0.0529604 1.0021
0.0528919 1.0031
0.0528233 1.0041
0.0527546 1.0051
0.0526859 1.0061
0.0526171 1.0071
0.0525483 1.0081
0.0524795 1.0091
0.0524106 1.0101
0.0523416 1.0111
0.0522727 1.0121
0.0522036 1.0131
0.0521345 1.0141
0.0520654 1.0151
0.0519962 1.0161
0.051927 1.0171
0.0518577 1.0181
0.0517884 1.0191
0.051719 1.0201
0.0516496 1.0211
0.0515802 1.0221
0.0515107 1.0231
0.0514411 1.0241
0.0513715 1.0251
0.0513019 1.0261
0.0512322 1.0271
0.0511625 1.0281
0.0510927 1.0291
0.0510229 1.0301
0.050953 1.0311
0.0508831 1.0321
0.0508131 1.0331
0.0507431 1.0341
0.0506731 1.0351
0.050603 1.0361
0.0505328 1.0371
0.0504626 1.0381
0.0503924 1.0391
0.0503221 1.0401
0.0502518 1.0411
0.0501814 1.0421
0.050111 1.0431
0.0500406 1.0441
0.0499701 1.0451
0.0498995 1.0461
0.0498289 1.0471
0.0497583 1.0481
0.0496876 1.0491
0.0496169 1.05011
0.0495461 1.05111
0.0494753 1.05211
0.0494044 1.05311
0.0493335 1.05411
0.0492626 1.05511
0.0491916 1.05611
0.0491206 1.05711
0.0490495 1.05811
0.0489783 1.05911
0.0489072 1.06011
0.048836 1.06111
0.0487647 1.06211
0.0486934 1.06311
0.0486221 1.06411
0.0485507 1.06511
0.0484792 1.06611
0.0484078 1.06711
0.0483363 1.06811
0.0482647 1.06911
0.0481931 1.07011
0.0481214 1.07111
0.0480498 1.07211
0.047978 1.07311
0.0479062 1.07411
0.0478344 1.07511
0.0477626 1.07611
0.0476907 1.07711
0.0476187 1.07811
0.0475467 1.07911
0.0474747 1.08011
0.0474026 1.08111
0.0473305 1.08211
0.0472583 1.08311
0.0471861 1.08411
0.0471139 1.08511
0.0470416 1.08611
0.0469693 1.08711
0.0468969 1.08811
0.0468245 1.08911
0.046752 1.09011
0.0466795 1.09111
0.046607 1.09211
0.0465344 1.09311
0.0464618 1.09411
0.0463891 1.09511
0.0463164 1.09611
0.0462437 1.09711
0.0461709 1.09811
0.046098 1.09911
0.0460252 1.10011
0.0459523 1.10111
0.0458793 1.10211
0.0458063 1.10311
0.0457333 1.10411
0.0456602 1.10511
0.0455871 1.10611
0.0455139 1.10711
0.0454407 1.10811
0.0453675 1.10911
0.0452942 1.11011
0.0452209 1.11111
0.0451475 1.11211
0.0450741 1.11311
0.0450006 1.11411
0.0449272 1.11511
0.0448536 1.11611
0.0447801 1.11711
0.0447065 1.11811
0.0446328 1.11911
0.0445591 1.12011
0.0444854 1.12111
0.0444116 1.12211
0.0443378 1.12311
0.044264 1.12411
0.0441901 1.12511
0.0441162 1.12611
0.0440422 1.12711
0.0439682 1.12811
0.0438942 1.12911
0.0438201 1.13011
0.0437459 1.13111
0.0436718 1.13211
0.0435976 1.13311
0.0435233 1.13411
0.0434491 1.13511
0.0433747 1.13611
0.0433004 1.13711
0.043226 1.13811
0.0431516 1.13911
0.0430771 1.14011
0.0430026 1.14111
0.042928 1.14211
0.0428534 1.14311
0.0427788 1.14411
0.0427041 1.14511
0.0426294 1.14611
0.0425547 1.14711
0.0424799 1.14811
0.0424051 1.14911
0.0423302 1.15012
0.0422553 1.15112
0.0421804 1.15212
0.0421054 1.15312
0.0420304 1.15412
0.0419554 1.15512
0.0418803 1.15612
0.0418052 1.15712
0.04173 1.15812
0.0416548 1.15912
0.0415796 1.16012
0.0415043 1.16112
0.041429 1.16212
0.0413536 1.16312
0.0412783 1.16412
0.0412028 1.16512
0.0411274 1.16612
0.0410519 1.16712
0.0409764 1.16812
0.0409008 1.16912
0.0408252 1.17012
0.0407495 1.17112
0.0406739 1.17212
0.0405981 1.17312
0.0405224 1.17412
0.0404466 1.17512
0.0403708 1.17612
0.0402949 1.17712
0.040219 1.17812
0.0401431 1.17912
0.0400671 1.18012
0.0399911 1.18112
0.0399151 1.18212
0.039839 1.18312
0.0397629 1.18412
0.0396867 1.18512
0.0396105 1.18612
0.0395343 1.18712
0.0394581 1.18812
0.0393818 1.18912
0.0393055 1.19012
0.0392291 1.19112
0.0391527 1.19212
0.0390763 1.19312
0.0389998 1.19412
0.0389233 1.19512
0.0388468 1.19612
0.0387702 1.19712
0.0386936 1.19812
0.0386169 1.19912
0.0385403 1.20012
0.0384635 1.20112
0.0383868 1.20212
0.03831 1.20312
0.0382332 1.20412
0.0381564 1.20512
0.0380795 1.20612
0.0380025 1.20712
0.0379256 1.20812
0.0378486 1.20912
0.0377716 1.21012
0.0376945 1.21112
0.0376174 1.21212
0.0375403 1.21312
0.0374632 1.21412
0.037386 1.21512
0.0373088 1.21612
0.0372315 1.21712
0.0371542 1.21812
0.0370769 1.21912
0.0369995 1.22012
0.0369221 1.22112
0.0368447 1.22212
0.0367673 1.22312
0.0366898 1.22412
0.0366122 1.22512
0.0365347 1.22612
0.0364571 1.22712
0.0363795 1.22812
0.0363018 1.22912
0.0362241 1.23012
0.0361464 1.23112
0.0360687 1.23212
0.0359909 1.23312
0.0359131 1.23412
0.0358352 1.23512
0.0357573 1.23612
0.0356794 1.23712
0.0356015 1.23812
0.0355235 1.23912
0.0354455 1.24012
0.0353675 1.24112
0.0352894 1.24212
0.0352113 1.24312
0.0351331 1.24412
0.035055 1.24512
0.0349768 1.24612
0.0348985 1.24712
0.0348203 1.24812
0.034742 1.24912
0.0346637 1.25013
0.0345853 1.25113
0.0345069 1.25213
0.0344285 1.25313
0.03435 1.25413
0.0342716 1.25513
0.0341931 1.25613
0.0341145 1.25713
0.0340359 1.25813
0.0339573 1.25913
0.0338787 1.26013
0.0338 1.26113
0.0337213 1.26213
0.0336426 1.26313
0.0335639 1.26413
0.0334851 1.26513
0.0334063 1.26613
0.0333274 1.26713
0.0332485 1.26813
0.0331696 1.26913
0.0330907 1.27013
0.0330117 1.27113
0.0329327 1.27213
0.0328537 1.27313
0.0327747 1.27413
