v t
0.0111997 1.53153
0.0103607 1.54154
0.0095208 1.55155
0.00868012 1.56156
0.00783873 1.57157
0.00699671 1.58158
0.00615413 1.59159
0.00531107 1.6016
0.0044676 1.61161
0.00362381 1.62162
0.00277976 1.63163
0.00193554 1.64164
0.00109122 1.65165
0.000246881 1.66166
-0.000597406 1.67167
-0.00144156 1.68168
-0.00228551 1.69169
-0.00312918 1.7017
-0.00397249 1.71171
-0.00481536 1.72172
-0.00565772 1.73173
-0.00649949 1.74174
-0.0073406 1.75175
-0.00818096 1.76176
-0.00902051 1.77177
-0.00985917 1.78178
-0.0106969 1.79179
-0.0115335 1.8018
-0.012369 1.81181
-0.0132034 1.82182
-0.0140364 1.83183
-0.0148682 1.84184
-0.0156985 1.85185
-0.0165273 1.86186
-0.0173545 1.87187
-0.0181801 1.88188
-0.019004 1.89189
-0.0198261 1.9019
-0.0206463 1.91191
-0.0214646 1.92192
-0.0222808 1.93193
-0.023095 1.94194
-0.023907 1.95195
-0.0247168 1.96196
-0.0255243 1.97197
-0.0263294 1.98198
-0.0271321 1.99199
-0.0279322 2.002
-0.0287297 2.01201
-0.0295246 2.02202
-0.0303167 2.03203
-0.0311061 2.04204
-0.0318925 2.05205
-0.0326761 2.06206
-0.0334565 2.07207
-0.034234 2.08208
-0.0350082 2.09209
-0.0357792 2.1021
-0.036547 2.11211
-0.0373114 2.12212
-0.0380723 2.13213
-0.0388298 2.14214
-0.0395836 2.15215
-0.0403339 2.16216
-0.0410805 2.17217
-0.0418233 2.18218
-0.0425622 2.19219
-0.0432973 2.2022
-0.0440284 2.21221
-0.0447555 2.22222
-0.0454785 2.23223
-0.0461974 2.24224
-0.046912 2.25225
-0.0476224 2.26226
-0.0483284 2.27227
-0.04903 2.28228
-0.0497272 2.29229
-0.0504198 2.3023
-0.0511079 2.31231
-0.0517913 2.32232
-0.05247 2.33233
-0.0531439 2.34234
-0.053813 2.35235
-0.0544773 2.36236
-0.0551366 2.37237
-0.0557909 2.38238
-0.0564401 2.39239
-0.0570842 2.4024
-0.0577232 2.41241
-0.0583569 2.42242
-0.0589854 2.43243
-0.0596086 2.44244
-0.0602263 2.45245
-0.0608386 2.46246
-0.0614455 2.47247
-0.0620467 2.48248
-0.0626424 2.49249
-0.0632325 2.5025
-0.0638168 2.51251
-0.0643954 2.52252
-0.0649682 2.53253
-0.0655352 2.54254
-0.0660963 2.55255
-0.0666514 2.56256
-0.0672005 2.57257
-0.0677436 2.58258
-0.0682806 2.59259
-0.0688115 2.6026
-0.0693362 2.61261
-0.0698547 2.62262
-0.0703669 2.63263
-0.0708729 2.64264
-0.0713725 2.65265
-0.0718656 2.66266
-0.0723524 2.67267
-0.0728327 2.68268
-0.0733064 2.69269
-0.0737736 2.7027
-0.0742343 2.71271
-0.0746882 2.72272
-0.0751356 2.73273
-0.0755762 2.74274
-0.07601 2.75275
-0.0764371 2.76276
-0.0768573 2.77277
-0.0772708 2.78278
-0.0776773 2.79279
-0.0780769 2.8028
-0.0784695 2.81281
-0.0788552 2.82282
-0.0792338 2.83283
-0.0796054 2.84284
-0.0799699 2.85285
-0.0803273 2.86286
-0.0806775 2.87287
-0.0810206 2.88288
-0.0813565 2.89289
-0.0816851 2.9029
-0.0820065 2.91291
-0.0823207 2.92292
-0.0826275 2.93293
-0.082927 2.94294
-0.0832191 2.95295
-0.0835038 2.96296
-0.0837812 2.97297
-0.0840511 2.98298
-0.0843136 2.99299
-0.0845685 3.003
-0.0848161 3.01301
-0.0850561 3.02302
-0.0852885 3.03303
-0.0855134 3.04304
-0.0857308 3.05305
-0.0859406 3.06306
-0.0861427 3.07307
-0.0863373 3.08308
-0.0865242 3.09309
-0.0867035 3.1031
-0.0868751 3.11311
-0.087039 3.12312
-0.0871953 3.13313
-0.0873438 3.14314
-0.0874846 3.15315
-0.0876177 3.16316
-0.0877431 3.17317
-0.0878607 3.18318
-0.0879706 3.19319
-0.0880727 3.2032
-0.0881671 3.21321
-0.0882536 3.22322
-0.0883324 3.23323
-0.0884034 3.24324
-0.0884666 3.25325
-0.088522 3.26326
-0.0885696 3.27327
-0.0886094 3.28328
-0.0886413 3.29329
-0.0886655 3.3033
-0.0886819 3.31331
-0.0886904 3.32332
-0.0886911 3.33333
-0.0886841 3.34334
-0.0886692 3.35335
-0.0886465 3.36336
-0.0886159 3.37337
-0.0885776 3.38338
-0.0885315 3.39339
-0.0884776 3.4034
-0.0884159 3.41341
-0.0883464 3.42342
-0.0882691 3.43343
-0.0881841 3.44344
-0.0880913 3.45345
-0.0879908 3.46346
-0.0878825 3.47347
-0.0877664 3.48348
-0.0876427 3.49349
-0.0875112 3.5035
-0.0873721 3.51351
-0.0872252 3.52352
-0.0870707 3.53353
-0.0869084 3.54354
-0.0867386 3.55355
-0.0865611 3.56356
-0.086376 3.57357
-0.0861833 3.58358
-0.085983 3.59359
-0.0857751 3.6036
-0.0855597 3.61361
-0.0853368 3.62362
-0.0851063 3.63363
-0.0848684 3.64364
-0.084623 3.65365
-0.0843701 3.66366
-0.0841098 3.67367
-0.0838421 3.68368
-0.083567 3.69369
-0.0832846 3.7037
-0.0829948 3.71371
-0.0826977 3.72372
-0.0823933 3.73373
-0.0820817 3.74374
-0.0817628 3.75375
-0.0814367 3.76376
-0.0811035 3.77377
-0.0807631 3.78378
-0.0804156 3.79379
-0.080061 3.8038
-0.0796994 3.81381
-0.0793307 3.82382
-0.0789551 3.83383
-0.0785724 3.84384
-0.0781829 3.85385
-0.0777864 3.86386
-0.0773831 3.87387
-0.076973 3.88388
-0.0765561 3.89389
-0.0761324 3.9039
-0.075702 3.91391
-0.075265 3.92392
-0.0748213 3.93393
-0.074371 3.94394
-0.0739141 3.95395
-0.0734507 3.96396
-0.0729808 3.97397
-0.0725045 3.98398
-0.0720218 3.99399
-0.0715327 4.004
-0.0710373 4.01401
-0.0705357 4.02402
-0.0700278 4.03403
-0.0695137 4.04404
-0.0689935 4.05405
-0.0684672 4.06406
-0.0679348 4.07407
-0.0673964 4.08408
-0.0668521 4.09409
-0.0663019 4.1041
-0.0657458 4.11411
-0.0651839 4.12412
-0.0646162 4.13413
-0.0640428 4.14414
-0.0634638 4.15415
-0.0628791 4.16416
-0.0622889 4.17417
-0.0616932 4.18418
-0.061092 4.19419
-0.0604854 4.2042
-0.0598735 4.21421
-0.0592562 4.22422
-0.0586338 4.23423
-0.0580061 4.24424
-0.0573733 4.25425
-0.0567355 4.26426
-0.0560926 4.27427
-0.0554447 4.28428
-0.054792 4.29429
-0.0541344 4.3043
-0.053472 4.31431
-0.0528049 4.32432
-0.0521331 4.33433
-0.0514567 4.34434
-0.0507757 4.35435
-0.0500903 4.36436
-0.0494004 4.37437
-0.0487061 4.38438
-0.0480076 4.39439
-0.0473048 4.4044
-0.0465978 4.41441
-0.0458867 4.42442
-0.0451715 4.43443
-0.0444524 4.44444
-0.0437293 4.45445
-0.0430023 4.46446
-0.0422716 4.47447
-0.0415371 4.48448
-0.0407989 4.49449
-0.0400572 4.5045
-0.0393119 4.51451
-0.0385631 4.52452
-0.0378109 4.53453
-0.0370554 4.54454
-0.0362967 4.55455
-0.0355347 4.56456
-0.0347696 4.57457
-0.0340014 4.58458
-0.0332303 4.59459
-0.0324562 4.6046
-0.0316792 4.61461
-0.0308995 4.62462
-0.0301171 4.63463
-0.029332 4.64464
-0.0285443 4.65465
-0.0277542 4.66466
-0.0269616 4.67467
-0.0261666 4.68468
-0.0253694 4.69469
-0.0245699 4.7047
-0.0237683 4.71471
-0.0229646 4.72472
-0.0221589 4.73473
-0.0213513 4.74474
-0.0205418 4.75475
-0.0197306 4.76476
-0.0189176 4.77477
-0.018103 4.78478
-0.0172869 4.79479
-0.0164692 4.8048
-0.0156502 4.81481
-0.0148298 4.82482
-0.0140081 4.83483
-0.0131853 4.84484
-0.0123613 4.85485
-0.0115363 4.86486
-0.0107103 4.87487
-0.00988344 4.88488
-0.00905575 4.89489
-0.00822731 4.9049
-0.00739821 4.91491
-0.00656851 4.92492
-0.00573829 4.93493
-0.00490762 4.94494
-0.00407659 4.95495
-0.00324527 4.96496
-0.00241372 4.97497
-0.00158204 4.98498
-0.000750284 4.99499
8.14629e-05 5.00501
0.000913127 5.01502
0.00174463 5.02503
0.00257591 5.03504
0.00340687 5.04505
0.00423745 5.05506
0.00506758 5.06507
0.00589717 5.07508
0.00672615 5.08509
0.00755445 5.0951
0.00838199 5.10511
0.0092087 5.11512
0.0100345 5.12513
0.0108593 5.13514
0.0116831 5.14515
0.0125057 5.15516
0.0133272 5.16517
0.0141473 5.17518
0.0149661 5.18519
0.0157835 5.1952
0.0165993 5.20521
0.0174136 5.21522
0.0182263 5.22523
0.0190372 5.23524
0.0198464 5.24525
0.0206537 5.25526
0.021459 5.26527
0.0222623 5.27528
0.0230636 5.28529
0.0238627 5.2953
0.0246595 5.30531
0.0254541 5.31532
0.0262463 5.32533
0.0270361 5.33534
0.0278233 5.34535
0.028608 5.35536
0.02939 5.36537
0.0301693 5.37538
0.0309458 5.38539
0.0317195 5.3954
0.0324902 5.40541
0.033258 5.41542
0.0340226 5.42543
0.0347842 5.43544
0.0355425 5.44545
0.0362976 5.45546
0.0370493 5.46547
0.0377976 5.47548
0.0385425 5.48549
0.0392838 5.4955
0.0400215 5.50551
0.0407556 5.51552
0.0414859 5.52553
0.0422125 5.53554
0.0429351 5.54555
0.0436539 5.55556
0.0443687 5.56557
0.0450794 5.57558
0.045786 5.58559
0.0464884 5.5956
0.0471866 5.60561
0.0478805 5.61562
0.0485701 5.62563
0.0492552 5.63564
0.0499359 5.64565
0.050612 5.65566
0.0512835 5.66567
0.0519504 5.67568
0.0526125 5.68569
0.0532699 5.6957
0.0539224 5.70571
0.0545701 5.71572
0.0552128 5.72573
0.0558505 5.73574
0.0564832 5.74575
0.0571108 5.75576
0.0577332 5.76577
0.0583504 5.77578
0.0589623 5.78579
0.0595689 5.7958
0.0601701 5.80581
0.0607659 5.81582
0.0613562 5.82583
0.061941 5.83584
0.0625202 5.84585
0.0630937 5.85586
0.0636616 5.86587
0.0642238 5.87588
0.0647802 5.88589
0.0653307 5.8959
0.0658754 5.90591
0.0664142 5.91592
0.066947 5.92593
0.0674738 5.93594
0.0679946 5.94595
0.0685093 5.95596
0.0690178 5.96597
0.0695201 5.97598
0.0700162 5.98599
0.070506 5.996
0.0709896 6.00601
0.0714667 6.01602
0.0719375 6.02603
0.0724019 6.03604
0.0728597 6.04605
0.0733111 6.05606
0.0737559 6.06607
0.0741942 6.07608
0.0746258 6.08609
0.0750507 6.0961
0.075469 6.10611
0.0758805 6.11612
0.0762853 6.12613
0.0766832 6.13614
0.0770744 6.14615
0.0774587 6.15616
0.077836 6.16617
0.0782065 6.17618
0.07857 6.18619
0.0789265 6.1962
0.079276 6.20621
0.0796184 6.21622
0.0799538 6.22623
0.0802821 6.23624
0.0806032 6.24625
0.0809172 6.25626
0.081224 6.26627
0.0815236 6.27628
0.0818159 6.28629
0.082101 6.2963
0.0823789 6.30631
0.0826494 6.31632
0.0829126 6.32633
0.0831684 6.33634
0.0834169 6.34635
0.083658 6.35636
0.0838917 6.36637
0.084118 6.37638
0.0843368 6.38639
0.0845482 6.3964
0.084752 6.40641
0.0849484 6.41642
0.0851373 6.42643
0.0853187 6.43644
0.0854925 6.44645
0.0856587 6.45646
0.0858174 6.46647
0.0859685 6.47648
0.086112 6.48649
0.0862479 6.4965
0.0863762 6.50651
0.0864969 6.51652
0.0866099 6.52653
0.0867153 6.53654
0.0868131 6.54655
0.0869032 6.55656
0.0869856 6.56657
0.0870604 6.57658
0.0871274 6.58659
0.0871868 6.5966
0.0872385 6.60661
0.0872825 6.61662
0.0873189 6.62663
0.0873475 6.63664
0.0873684 6.64665
0.0873817 6.65666
0.0873872 6.66667
0.087385 6.67668
0.0873752 6.68669
0.0873576 6.6967
0.0873324 6.70671
0.0872994 6.71672
0.0872588 6.72673
0.0872105 6.73674
0.0871545 6.74675
0.0870908 6.75676
0.0870195 6.76677
0.0869405 6.77678
0.0868539 6.78679
0.0867596 6.7968
0.0866577 6.80681
0.0865481 6.81682
0.0864309 6.82683
0.0863062 6.83684
0.0861738 6.84685
0.0860338 6.85686
0.0858863 6.86687
0.0857312 6.87688
0.0855686 6.88689
0.0853984 6.8969
0.0852207 6.90691
0.0850355 6.91692
0.0848429 6.92693
0.0846427 6.93694
0.0844351 6.94695
0.0842201 6.95696
0.0839977 6.96697
0.0837679 6.97698
0.0835307 6.98699
0.0832861 6.997
0.0830342 7.00701
0.082775 7.01702
0.0825085 7.02703
0.0822348 7.03704
0.0819538 7.04705
0.0816656 7.05706
0.0813702 7.06707
0.0810676 7.07708
0.0807579 7.08709
0.0804411 7.0971
0.0801172 7.10711
0.0797863 7.11712
0.0794483 7.12713
0.0791033 7.13714
0.0787513 7.14715
0.0783924 7.15716
0.0780266 7.16717
0.0776539 7.17718
0.0772744 7.18719
0.076888 7.1972
0.0764949 7.20721
0.0760951 7.21722
0.0756885 7.22723
0.0752752 7.23724
0.0748553 7.24725
0.0744289 7.25726
0.0739958 7.26727
0.0735562 7.27728
0.0731101 7.28729
0.0726576 7.2973
0.0721987 7.30731
0.0717334 7.31732
0.0712618 7.32733
0.0707838 7.33734
0.0702997 7.34735
0.0698093 7.35736
0.0693127 7.36737
0.0688101 7.37738
0.0683013 7.38739
0.0677866 7.3974
0.0672658 7.40741
0.0667391 7.41742
0.0662065 7.42743
0.0656681 7.43744
0.0651238 7.44745
0.0645738 7.45746
0.0640181 7.46747
0.0634567 7.47748
0.0628898 7.48749
0.0623172 7.4975
0.0617392 7.50751
0.0611557 7.51752
0.0605668 7.52753
0.0599725 7.53754
0.059373 7.54755
0.0587682 7.55756
0.0581582 7.56757
0.057543 7.57758
0.0569228 7.58759
0.0562975 7.5976
0.0556673 7.60761
0.0550321 7.61762
0.054392 7.62763
0.0537472 7.63764
0.0530976 7.64765
0.0524433 7.65766
0.0517844 7.66767
0.0511208 7.67768
0.0504528 7.68769
0.0497803 7.6977
0.0491034 7.70771
0.0484222 7.71772
0.0477367 7.72773
0.0470469 7.73774
0.046353 7.74775
0.045655 7.75776
0.044953 7.76777
0.044247 7.77778
0.0435371 7.78779
0.0428233 7.7978
0.0421058 7.80781
0.0413845 7.81782
0.0406596 7.82783
0.0399311 7.83784
0.0391991 7.84785
0.0384636 7.85786
0.0377248 7.86787
0.0369826 7.87788
0.0362371 7.88789
0.0354884 7.8979
0.0347367 7.90791
0.0339818 7.91792
0.033224 7.92793
0.0324632 7.93794
0.0316996 7.94795
0.0309332 7.95796
0.0301641 7.96797
0.0293923 7.97798
0.028618 7.98799
0.0278412 7.998
0.0270619 8.00801
0.0262802 8.01802
0.0254963 8.02803
0.0247101 8.03804
0.0239217 8.04805
0.0231313 8.05806
0.0223388 8.06807
0.0215445 8.07808
0.0207482 8.08809
0.0199501 8.0981
0.0191503 8.10811
0.0183489 8.11812
0.0175459 8.12813
0.0167413 8.13814
0.0159354 8.14815
0.015128 8.15816
0.0143194 8.16817
0.0135095 8.17818
0.0126985 8.18819
0.0118864 8.1982
0.0110733 8.20821
0.0102593 8.21822
0.00944448 8.22823
0.00862884 8.23824
0.00781249 8.24825
0.00699552 8.25826
0.00617798 8.26827
0.00535996 8.27828
0.00454153 8.28829
0.00372277 8.2983
0.00290374 8.30831
0.00208452 8.31832
0.00126519 8.32833
0.000445821 8.33834
-0.000373517 8.34835
-0.00119275 8.35836
-0.00201179 8.36837
-0.00283059 8.37838
-0.00364905 8.38839
-0.00446711 8.3984
-0.00528469 8.40841
-0.00610172 8.41842
-0.00691812 8.42843
-0.00773383 8.43844
-0.00854876 8.44845
-0.00936285 8.45846
-0.010176 8.46847
-0.0109882 8.47848
-0.0117993 8.48849
-0.0126093 8.4985
-0.013418 8.50851
-0.0142255 8.51852
-0.0150316 8.52853
-0.0158363 8.53854
-0.0166395 8.54855
-0.0174411 8.55856
-0.0182411 8.56857
-0.0190393 8.57858
-0.0198358 8.58859
-0.0206304 8.5986
-0.021423 8.60861
-0.0222137 8.61862
-0.0230023 8.62863
-0.0237887 8.63864
-0.024573 8.64865
-0.0253549 8.65866
-0.0261345 8.66867
-0.0269116 8.67868
-0.0276863 8.68869
-0.0284584 8.6987
-0.0292278 8.70871
-0.0299946 8.71872
-0.0307586 8.72873
-0.0315197 8.73874
-0.032278 8.74875
-0.0330332 8.75876
-0.0337855 8.76877
-0.0345346 8.77878
-0.0352805 8.78879
-0.0360232 8.7988
-0.0367626 8.80881
-0.0374986 8.81882
-0.0382312 8.82883
-0.0389603 8.83884
-0.0396858 8.84885
-0.0404077 8.85886
-0.0411259 8.86887
-0.0418403 8.87888
-0.0425509 8.88889
-0.0432577 8.8989
-0.0439605 8.90891
-0.0446592 8.91892
-0.0453539 8.92893
-0.0460445 8.93894
-0.0467309 8.94895
-0.047413 8.95896
-0.0480908 8.96897
-0.0487642 8.97898
-0.0494333 8.98899
-0.0500978 8.999
-0.0507578 9.00901
-0.0514131 9.01902
-0.0520638 9.02903
-0.0527098 9.03904
-0.053351 9.04905
-0.0539874 9.05906
-0.0546189 9.06907
-0.0552455 9.07908
-0.055867 9.08909
-0.0564836 9.0991
-0.057095 9.10911
-0.0577012 9.11912
-0.0583023 9.12913
-0.0588981 9.13914
-0.0594885 9.14915
-0.0600736 9.15916
-0.0606533 9.16917
-0.0612276 9.17918
-0.0617963 9.18919
-0.0623595 9.1992
-0.062917 9.20921
-0.0634689 9.21922
-0.0640151 9.22923
-0.0645555 9.23924
-0.0650902 9.24925
-0.065619 9.25926
-0.0661419 9.26927
-0.0666589 9.27928
-0.0671699 9.28929
-0.0676748 9.2993
-0.0681737 9.30931
-0.0686665 9.31932
-0.0691532 9.32933
-0.0696337 9.33934
-0.0701079 9.34935
-0.0705759 9.35936
-0.0710375 9.36937
-0.0714928 9.37938
-0.0719418 9.38939
-0.0723842 9.3994
-0.0728203 9.40941
-0.0732498 9.41942
-0.0736728 9.42943
-0.0740892 9.43944
-0.074499 9.44945
-0.0749022 9.45946
-0.0752987 9.46947
-0.0756885 9.47948
-0.0760716 9.48949
-0.0764479 9.4995
-0.0768173 9.50951
-0.07718 9.51952
-0.0775358 9.52953
-0.0778846 9.53954
-0.0782266 9.54955
-0.0785616 9.55956
-0.0788897 9.56957
-0.0792107 9.57958
-0.0795247 9.58959
-0.0798316 9.5996
-0.0801315 9.60961
-0.0804242 9.61962
-0.0807098 9.62963
-0.0809883 9.63964
-0.0812595 9.64965
-0.0815236 9.65966
-0.0817804 9.66967
-0.08203 9.67968
-0.0822724 9.68969
-0.0825074 9.6997
-0.0827352 9.70971
-0.0829556 9.71972
-0.0831687 9.72973
-0.0833744 9.73974
-0.0835728 9.74975
-0.0837638 9.75976
-0.0839473 9.76977
-0.0841235 9.77978
-0.0842922 9.78979
-0.0844534 9.7998
-0.0846072 9.80981
-0.0847536 9.81982
-0.0848924 9.82983
-0.0850237 9.83984
-0.0851476 9.84985
-0.0852639 9.85986
-0.0853727 9.86987
-0.085474 9.87988
-0.0855677 9.88989
-0.0856539 9.8999
-0.0857325 9.90991
-0.0858036 9.91992
-0.0858671 9.92993
-0.085923 9.93994
-0.0859714 9.94995
-0.0860121 9.95996
-0.0860453 9.96997
-0.086071 9.97998
-0.086089 9.98999
-0.0860994 10
